x,y,z
-0.8096660962134433,1.1425953435689091,0.22968589916452564
-0.8296190710693031,1.4308722891252168,0.23320554474735497
-0.8455608886285199,1.7236892889438327,0.23487489231435507
-0.8594612268640346,2.0223043368301967,0.23470816366574326
-0.868903847296802,2.3283653084397775,0.23413399928077672
-0.8727091378321228,2.644059018906466,0.23282855938719588
-0.870330829448164,2.9675681163434637,0.23287437277652467
-0.8567384052778321,3.3052647228118213,0.23604403187777293
-0.8320502037663208,3.6600630614173597,0.2407080701981542
-0.7987390162372416,4.018745827370481,0.24361220827372843
-0.7626074647119976,4.390288208568162,0.24509276487616524
-0.7202539134912849,4.773697972857209,0.24514616439846537
-0.6664754385408336,5.164694745465652,0.2462506358463075
-0.5945053938781992,5.560908071180389,0.24915356859233795
-0.5141622093384934,5.9705715591464825,0.25175866653049395
-0.4279284186232764,6.390654660805214,0.2540374881370839
-0.34029095819622374,6.824687220697879,0.25598086400850495
-0.2514377231300856,7.26905973295879,0.2570106495894764
-0.15442952911346897,7.727774644540854,0.2575086648787348
-0.047457177140554196,8.197931976473606,0.2592038586726721
0.06278089573836843,8.688352110268498,0.26177312514242035
0.17239220222361762,9.18116273327265,0.2659803942211342
0.28586452222435876,9.694156265982576,0.27136022497545975
0.4136745487689153,10.214702527013614,0.27710575547778593
0.5561854169271805,10.745851002874534,0.28595832501814705
0.702434052958254,11.286832829145059,0.30081168112671575
0.8445725620521874,11.837296115120461,0.3217192250833553
0.9924736520226147,12.39874219465677,0.34027759466985213
1.1521687255919768,12.96608730586849,0.3569089522064376
1.3253741803156018,13.547436471748842,0.3758479582748636
1.5024200549873776,14.137179946569233,0.3955006267548375
1.689018808657968,14.738927350966438,0.41397117106126113
1.882057071713862,15.351735194969818,0.4307377416747254
2.083594694829764,15.975892783003005,0.4563137495942324
2.292106746342214,16.61100565570526,0.4864821421013552
2.5079068294718567,17.258185461651546,0.5266905256937471
2.745473866923784,17.928276826558072,0.5760798770244645
2.9806960654279315,18.57479458418058,0.6312303713615942
3.2314159521487094,19.24708604940317,0.6920686214518255
3.4900052107524813,19.934091166413076,0.7558743879314094
3.7538418289338673,20.630481373201235,0.8231843989115277
4.021376447356129,21.340564841130455,0.8951544375017592
4.296555100017111,22.05720609629771,0.966830695973264
4.583140566335114,22.787990327825085,1.0383776287921536
4.8770331467891515,23.52237031266521,1.1111969943988507
5.200865627266588,24.27379354422333,1.1916454731268549
5.523777813734362,25.010919861713468,1.2651115729478053
5.865655201618537,25.761878617591556,1.3400477182728896
6.2098552828915485,26.516544637912304,1.4078579775074704
6.566106902987338,27.278252086844354,1.4739464041381591
6.930063027950174,28.04484385011007,1.537228909684294
7.309737592522469,28.818536247649327,1.6021584079718687
7.693666538233327,29.598202570930685,1.6649952699735944
8.092382780892493,30.38967912435662,1.726211599418325
8.503661697859382,31.187005450692883,1.7828423613364204
8.923927675863634,31.990493061334664,1.839195577542275
9.354351938502136,32.80012165697689,1.8920838779608427
9.795533782708977,33.61596674770559,1.9402481718925595
10.250395048687938,34.43957235044643,1.9876925365599192
10.71355658202229,35.2732617414183,2.035353981765047
11.188606481036299,36.11676056146674,2.084030605052074
11.670109935989785,36.96276458114093,2.13136536300138
12.164711319961054,37.83889890280505,2.18227431122005
12.664884401443215,38.731591562382675,2.2345641627431148
13.165597586106536,39.630595445234334,2.288781828623379
13.67512159960184,40.53952938034265,2.341392261162029
14.198084061760149,41.45394523898854,2.3927304540764474
14.729326593384977,42.374461958237404,2.4447308187424004
15.266654158577039,43.29797910348463,2.4967538220125602
15.80930686923682,44.2204527394861,2.548383998601278
16.353602423440307,45.1392387243729,2.5983249737644822
16.905399333232765,46.05211906504194,2.647259482326621
17.464129965634317,46.957498454429754,2.6947253459570186
18.041259751040652,47.864711580411345,2.7425116952562396
18.638627869570954,48.758830962683476,2.785587972597953
19.253559104352366,49.64492155829769,2.824585036618642
19.868951094553296,50.525352747908705,2.86497527663614
20.496348821534625,51.386452553477376,2.9025390118111423
21.118722301076666,52.24554540968852,2.945854659073353
21.746475509682035,53.096968903087564,2.992025176430311
22.377430177573167,53.956857067838115,3.0393283068947285
23.016493489282684,54.81494245068155,3.0900309148762912
23.661971474598385,55.67536736769089,3.136708070581718
24.310630083844806,56.532784052967486,3.175665520681017
24.96394744247249,57.38686065704217,3.207230927006349
25.621733076511592,58.24122021953198,3.2432030003946055
26.28658979556268,59.083434809389075,3.2769687412495854
26.964337409793497,59.93031588355768,3.314260523337475
27.645620441211403,60.75888269881977,3.3560210755157245
28.335030763512506,61.59171626134385,3.403444764014656
29.035343341321283,62.41894206199055,3.450731198735676
29.743263457916246,63.24753548327563,3.497166010479352
30.460165256371717,64.07053536504901,3.5443192225354574
31.184711147437554,64.8905983555724,3.5933347641310496
31.92786783072342,65.71693721838074,3.643402149964861
32.67521149090411,66.53454178017327,3.6927683157122777
33.42089289355146,67.33580882757862,3.7431156506146097
34.19618295414531,68.13353237332062,3.7990342631207095
34.97903332024084,68.92724182199878,3.854622232755201
35.780891187377435,69.71540465413193,3.9171971272767094
36.58879175753688,70.50347441872957,3.9755078521827896
37.41327972241801,71.28954823316899,4.037760854859882
38.23454467731334,72.07722072371901,4.1013196779281955
39.064726750098856,72.86073034101867,4.167945763590895
39.901299216353316,73.64192353478857,4.2319901286492305
40.746422814085214,74.42151717181837,4.297408486573559
41.604548610714204,75.19736851546568,4.3618509436328035
42.475737887799355,75.96749985145668,4.423731091894413
43.34889364334132,76.74216782443975,4.494145246408156
44.22717627048872,77.51306732183869,4.556816923379969
45.110948862742816,78.27788234048172,4.619133997930156
46.00874852140525,79.04805438293282,4.681236497358622
46.914309481128385,79.81822965871004,4.741702664869265
47.82306919226163,80.58622872401119,4.802762139790262
48.74003307523404,81.34798889629644,4.870445405086788
49.66758746165645,82.11265380678152,4.943822652902815
50.59696706538143,82.87082518780714,5.020515479063725
51.5398812421026,83.62359624418147,5.0953479391467535
52.498444778307146,84.37009751392912,5.169564419854442
53.472850631021245,85.1048615725463,5.242837394994808
54.4586108761908,85.82829893578503,5.315049965303272
55.4550341450585,86.54003046423307,5.385468058201311
56.46150764027296,87.24391844271148,5.456937719511502
57.47953465740391,87.93909115444377,5.532734280215084
58.50466840964587,88.62797368445489,5.611245234580354
59.5436222711659,89.30705254986412,5.691337729185361
60.59451529769219,89.97132054297533,5.767401278222114
61.655459926466,90.62405994664547,5.84484139440282
62.73211540876249,91.2652152671218,5.924408753781122
63.81114750908509,91.89188273023538,6.005517349398279
64.91104472446091,92.51349304533817,6.0865096583571985
66.01915278950074,93.12525313313486,6.167642506003135
67.13551469877308,93.72956999517524,6.2475596036147945
68.25823942209448,94.3242773726251,6.3265317871993805
69.38336253040693,94.91056240862419,6.404976303363952
70.515795595055,95.49096886288598,6.484528077079714
71.65188576359671,96.0615700692795,6.569618498251762
72.79366070932608,96.62764609585325,6.6584544035964806
73.9283237081759,97.18341616693503,6.747881901553231
75.07125840068313,97.73568667262299,6.838618661501316
76.25144464655293,98.30203336151514,6.928200611495649
77.34995784039229,98.82257692407704,7.008743461351455
78.48361593281928,99.35422968639215,7.090646205764814
79.61436223145334,99.88119813028555,7.170315782900718
80.74466448066772,100.40323465596353,7.249203212249434
81.86427917968784,100.9226847886379,7.320511883461112
82.96668077486449,101.42459446776039,7.399211266885098
84.05981244352215,101.92055209406452,7.478058421967409
85.15333158788415,102.40732894998776,7.552374995052899
86.24060597721748,102.88234004951234,7.621121752311144
87.3164655775696,103.35451994067071,7.690579679766802
88.3811304977828,103.81797840664483,7.761440639955009
89.44078582336614,104.2655674607253,7.832772558096698
90.48905466782148,104.70780379086833,7.903587559359696
91.52771528235317,105.15661025695412,7.975634361757685
92.55747980865151,105.61003937429341,8.046359315780363
93.57999014800168,106.07735066097042,8.107932149740702
94.59416127250961,106.55113828365579,8.171472306033543
95.60036040638079,107.03022761019417,8.232728464179868
96.59812999699385,107.51957548773012,8.294849115388097
97.58741247647711,108.01723077462847,8.354841116271302
98.56439440172501,108.52130593604475,8.418190074247407
99.52987369863138,109.03849126569092,8.47864429790179
100.48138586417984,109.57401288518435,8.536963046233067
101.42890516927318,110.12427064320077,8.590236771703994
102.36819128625635,110.68774944879691,8.642209191949767
103.2954398959799,111.26356481945997,8.692682955079329
104.21292238450275,111.84464801488629,8.732508929681108
105.11925183076387,112.43553100203759,8.774820729730061
106.00299223656143,113.02839520231193,8.815253967965987
106.87116718439634,113.62914740663277,8.862063437332532
107.72578427120503,114.23814072338685,8.907233218225088
108.56841080606235,114.8498925885013,8.958149048760745
109.39648226251695,115.46992989675881,9.003873276980638
110.20684736361525,116.08921119047993,9.052849574076623
111.00473909285364,116.7132883311583,9.097885394320246
111.78674436622399,117.34048875349974,9.145458073750342
112.55317537641966,117.97275205000217,9.192104172498173
113.31339586416914,118.60283587140376,9.238153444469257
114.0599316072934,119.23598553143776,9.284021567512728
114.79267955050662,119.87126306485789,9.327464170785515
115.51133831655437,120.50870686727055,9.370640721205598
116.21830123416991,121.14666882992728,9.411450596219582
116.91057876037222,121.78715250238918,9.44920755811438
117.58080510676002,122.4160858346243,9.477666373304665
118.23914724433648,123.04874118414058,9.509754538232421
118.87543654352878,123.67068393973776,9.540601421597364
119.50124911931537,124.29738808344793,9.571930339526345
120.10788575378625,124.92842568661871,9.599562429555311
120.70158643766653,125.57210310259364,9.625620096669047
121.28210169487075,126.2185218730463,9.65021228951998
121.8351625778067,126.85384446804972,9.6729462096485
122.37958832176854,127.50198897425003,9.694315376604761
122.90984189712087,128.15581301837602,9.716138526781515
123.43284313876292,128.81917044729443,9.737704146551506
123.94066419961894,129.48638655290856,9.758223991116958
124.4378387132163,130.1641330351826,9.777306931483212
124.92046438882763,130.85249187797635,9.798609606370135
125.39260874851915,131.54460133441515,9.819771488627449
